ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8100145	0.0102929	1.76e-03	-6.47	-1.79003	-0.55451608	COMMD8	COMM domain containing 8
7896660	0.0102929	1.76e-03	6.47	-1.79008	0.69156341		
8027018	0.0103085	1.76e-03	6.47	-1.7923	0.44619561	KXD1	KxDL motif containing 1
7905817	0.0103085	1.76e-03	6.47	-1.79245	0.4558837	CHRNB2	cholinergic receptor nicotinic beta 2 subunit
7916316	0.0103085	1.76e-03	6.47	-1.79271	0.4465982	NDC1	NDC1 transmembrane nucleoporin
8086368	0.0103085	1.76e-03	6.47	-1.79275	0.41205018		
7902127	0.0103093	1.76e-03	-6.47	-1.79305	-0.74031226	SGIP1	SH3 domain GRB2 like endophilin interacting protein 1
7933707	0.0103167	1.76e-03	6.47	-1.79412	0.42690632	ZWINT	ZW10 interacting kinetochore protein
8037991	0.0103369	1.77e-03	6.46	-1.79666	0.42726733	LIG1	DNA ligase 1
7892596	0.0103383	1.77e-03	6.46	-1.79704	0.83396616		
8082663	0.0103433	1.77e-03	6.46	-1.79783	0.60424135	NUDT16P1	nudix hydrolase 16 pseudogene 1
7894760	0.0103471	1.77e-03	6.46	-1.79865	0.50883706		
8007757	0.0103471	1.77e-03	6.46	-1.7987	0.41661879	FMNL1	formin like 1
8002778	0.0103506	1.77e-03	6.46	-1.79932	0.77040509	MLKL	mixed lineage kinase domain like
7907171	0.0103564	1.77e-03	-6.46	-1.8002	-0.42230705	BLZF1	basic leucine zipper nuclear factor 1
8037179	0.0103593	1.77e-03	6.46	-1.80074	0.73941092	CNFN	cornifelin
8136159	0.0103651	1.78e-03	-6.46	-1.80162	-0.83291458		
7926836	0.0103724	1.78e-03	-6.46	-1.80267	-0.43293202	RAB18	RAB18, member RAS oncogene family
7969179	0.0103785	1.78e-03	-6.46	-1.80359	-0.43722431	RNASEH2B	ribonuclease H2 subunit B
7972557	0.0103906	1.78e-03	-6.45	-1.80519	-0.8427509	GPR183	G protein-coupled receptor 183
7904340	0.0103969	1.78e-03	-6.45	-1.80612	-0.58727479	MAN1A2	mannosidase alpha class 1A member 2
8163084	0.0104142	1.79e-03	6.45	-1.80832	0.63328982		
7915982	0.0104296	1.79e-03	6.45	-1.81028	0.47925026	BEND5	BEN domain containing 5
8168316	0.0104572	1.79e-03	6.44	-1.81364	0.41741	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
8121015	0.0104642	1.79e-03	-6.44	-1.81479	-0.55468623	CFAP206	cilia and flagella associated protein 206
7905428	0.0104642	1.79e-03	-6.44	-1.81487	-0.45389424	TUFT1	tuftelin 1
8114778	0.0104724	1.80e-03	6.44	-1.81614	0.40351976	LOC729080///GCSH	glycine cleavage system protein H (aminomethyl carrier) pseudogene///glycine cleavage system protein H
8007904	0.0104724	1.80e-03	-6.44	-1.81631	-0.43222968	GOSR2	golgi SNAP receptor complex member 2
8063386	0.0104724	1.80e-03	-6.44	-1.81656	-0.50521779	CEBPB	CCAAT/enhancer binding protein beta
8019046	0.0104724	1.80e-03	6.44	-1.81666	0.41049654	EIF4A3	eukaryotic translation initiation factor 4A3
8164995	0.0104735	1.80e-03	6.44	-1.817	0.5018412	BRD3	bromodomain containing 3
7893982	0.0104878	1.80e-03	6.44	-1.81884	1.27591371		
7975725	0.0104883	1.80e-03	6.44	-1.8191	0.41761074	YLPM1	YLP motif containing 1
8127987	0.0104897	1.80e-03	-6.43	-1.81969	-0.71110016	SNORD50A	small nucleolar RNA, C/D box 50A
8143879	0.0104897	1.80e-03	-6.43	-1.81974	-0.4248143	TMUB1	transmembrane and ubiquitin like domain containing 1
7895172	0.0104897	1.80e-03	6.43	-1.82001	0.77005793		
8119169	0.0104897	1.80e-03	6.43	-1.82012	0.58009408	TBC1D22B	TBC1 domain family member 22B
8000205	0.0104932	1.80e-03	6.43	-1.82073	0.41646558	PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPB9///NPIPA5///NPIPB5///NPIPB6///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///NPIPB3///NPIPA1///NPIPB5///NPIPB4///NPIPB3	PKD1P6-NPIPP1 readthrough///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member B9///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///nuclear pore complex interacting protein family member B4///polycystin 1, transient receptor potential channel interacting pseudogene 1///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3///nuclear pore complex interacting protein family member A1///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B4///nuclear pore complex interacting protein family member B3
8000706	0.0105041	1.81e-03	-6.43	-1.82218	-0.418397	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
7914334	0.010516	1.81e-03	6.43	-1.82374	0.4162715	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40
8056572	0.0105194	1.81e-03	6.43	-1.82445	0.46977624	SPC25	SPC25, NDC80 kinetochore complex component
8032037	0.0105194	1.81e-03	-6.43	-1.8247	-0.43620463	SHC2	SHC adaptor protein 2
7899774	0.0105194	1.81e-03	6.43	-1.82476	0.39713538	HDAC1	histone deacetylase 1
7916393	0.0105206	1.81e-03	6.43	-1.82522	0.43365074	CYB5RL	cytochrome b5 reductase like
7996286	0.0105206	1.81e-03	-6.43	-1.82533	-0.40048174		
8087182	0.010525	1.81e-03	6.43	-1.82603	0.49301283	NCKIPSD	NCK interacting protein with SH3 domain
7896577	0.0105291	1.81e-03	-6.43	-1.8268	-1.16302734		
8148640	0.0105291	1.81e-03	-6.43	-1.82694	-0.4980443		
8154207	0.0105421	1.82e-03	-6.42	-1.82861	-0.63568752		
8007312	0.0105439	1.82e-03	6.42	-1.82906	0.40056482	TUBG2	tubulin gamma 2
7892663	0.0105439	1.82e-03	-6.42	-1.82924	-0.44880392		
7914748	0.0105442	1.82e-03	6.42	-1.82948	0.62865703		
7894415	0.0105451	1.82e-03	-6.42	-1.8298	-1.19438764		
8051746	0.0105593	1.82e-03	6.42	-1.83161	0.43917109	THUMPD2	THUMP domain containing 2
8003357	0.0105701	1.82e-03	-6.42	-1.83305	-0.44782698	PIEZO1	piezo type mechanosensitive ion channel component 1
8163444	0.0105786	1.82e-03	6.42	-1.83421	0.54612636	ZFP37	ZFP37 zinc finger protein
8136448	0.0105814	1.83e-03	-6.42	-1.83474	-0.40319996	CHRM2	cholinergic receptor muscarinic 2
7906154	0.0105817	1.83e-03	6.42	-1.8351	0.43328018	TSACC	TSSK6 activating cochaperone
7893569	0.0105817	1.83e-03	6.41	-1.8352	0.97320831		
8128818	0.010589	1.83e-03	-6.41	-1.83624	-0.40316975	WASF1	WAS protein family member 1
7892920	0.0106119	1.83e-03	6.41	-1.83922	0.3997176		
8014903	0.0106119	1.83e-03	6.41	-1.83923	0.46289335	GSDMB	gasdermin B
8092640	0.0106123	1.83e-03	6.41	-1.83949	0.4032212	RFC4	replication factor C subunit 4
8019074	0.0106124	1.83e-03	6.41	-1.83977	0.69659003	NPTX1	neuronal pentraxin 1
8006030	0.0106124	1.83e-03	6.41	-1.83993	0.46446651	TAOK1	TAO kinase 1
7893641	0.0106197	1.83e-03	-6.41	-1.84095	-0.40603614		
8124262	0.0106264	1.84e-03	6.41	-1.84192	0.43373966	TDP2	tyrosyl-DNA phosphodiesterase 2
8080714	0.0106292	1.84e-03	-6.41	-1.84244	-0.41650748	FLNB	filamin B
7908147	0.0106547	1.84e-03	-6.40	-1.84551	-0.41588648	TSEN15	tRNA splicing endonuclease subunit 15
8044263	0.0106584	1.84e-03	6.40	-1.84613	0.43861147	RANBP2	RAN binding protein 2
7893315	0.0106826	1.85e-03	6.40	-1.84904	0.56724767		
8035007	0.0106841	1.85e-03	6.40	-1.84942	0.39845566	AKAP8	A-kinase anchoring protein 8
8138789	0.010687	1.85e-03	-6.40	-1.84995	-0.48545388	JAZF1	JAZF zinc finger 1
8081233	0.0106906	1.85e-03	6.40	-1.85081	0.71223049		
7894542	0.0106906	1.85e-03	-6.39	-1.85103	-0.44543002		
7974303	0.0106906	1.85e-03	6.39	-1.85108	0.41509204	TMX1	thioredoxin related transmembrane protein 1
7979042	0.0106906	1.85e-03	6.39	-1.8512	0.49761001		
7894210	0.0106913	1.85e-03	-6.39	-1.85159	-0.98595868		
7932420	0.0106913	1.85e-03	-6.39	-1.8517	-0.40504736	HACD1	3-hydroxyacyl-CoA dehydratase 1
8000811	0.0107007	1.85e-03	-6.39	-1.8531	-0.40677674	MAPK3	mitogen-activated protein kinase 3
8040456	0.0107007	1.85e-03	-6.39	-1.85318	-0.47933062	MSGN1	mesogenin 1
8053429	0.0107083	1.86e-03	-6.39	-1.85423	-0.59516998	GGCX	gamma-glutamyl carboxylase
8054437	0.0107267	1.86e-03	6.39	-1.85649	0.54193405	ANAPC1P1///ANAPC1	anaphase promoting complex subunit 1 pseudogene 1///anaphase promoting complex subunit 1
7893528	0.0107298	1.86e-03	6.39	-1.85725	0.99261825		
8150076	0.0107298	1.86e-03	6.39	-1.85726	0.45359526	DUSP4	dual specificity phosphatase 4
7931281	0.0107347	1.86e-03	-6.39	-1.85801	-0.47852938	FANK1	fibronectin type III and ankyrin repeat domains 1
8166140	0.0107362	1.86e-03	-6.39	-1.85849	-0.40655462	MOSPD2	motile sperm domain containing 2
7991070	0.0107362	1.86e-03	6.39	-1.85865	0.42477708	HDGFRP3	hepatoma-derived growth factor, related protein 3
7970844	0.0107362	1.86e-03	6.38	-1.85881	0.43263887	KATNAL1	katanin catalytic subunit A1 like 1
8047372	0.0107394	1.86e-03	-6.38	-1.85939	-0.67426233	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3
8159476	0.0107394	1.86e-03	6.38	-1.85959	0.41990745	TRAF2	TNF receptor associated factor 2
7926059	0.0107423	1.86e-03	-6.38	-1.86012	-0.40894829		
7950128	0.0107432	1.87e-03	6.38	-1.86043	0.43695613	ANAPC15	anaphase promoting complex subunit 15
7929732	0.0107435	1.87e-03	6.38	-1.86068	0.67900935	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1
8114185	0.010748	1.87e-03	6.38	-1.86139	0.4284777	CDKN2AIPNL	CDKN2A interacting protein N-terminal like
8082408	0.0107529	1.87e-03	-6.38	-1.86215	-0.44849951	SEC61A1	Sec61 translocon alpha 1 subunit
7976160	0.0107625	1.87e-03	6.38	-1.86358	0.39299424	TDP1	tyrosyl-DNA phosphodiesterase 1
8074944	0.0107625	1.87e-03	6.38	-1.8637	0.54333247	DERL3	derlin 3
8003116	0.0107625	1.87e-03	6.38	-1.86383	0.44697809	HSDL1	hydroxysteroid dehydrogenase like 1
8008201	0.0107694	1.87e-03	6.38	-1.86482	1.22943201	NGFR	nerve growth factor receptor
8001496	0.010785	1.88e-03	6.37	-1.86686	0.39787137	NUDT21	nudix hydrolase 21
7896105	0.010785	1.88e-03	6.37	-1.86696	0.75676157		
8106170	0.0107936	1.88e-03	-6.37	-1.86812	-0.51514603	TMEM171	transmembrane protein 171
7923608	0.0108106	1.88e-03	-6.37	-1.87042	-0.53093192	REN	renin
7953200	0.0108106	1.88e-03	-6.37	-1.87044	-0.40553833	CCND2	cyclin D2
7919390	0.0108106	1.88e-03	-6.37	-1.87062	-0.52622431		
7906469	0.0108107	1.88e-03	-6.37	-1.87084	-0.44032978	DUSP23	dual specificity phosphatase 23
7909425	0.0108134	1.88e-03	-6.37	-1.87145	-1.00180293	CAMK1G	calcium/calmodulin dependent protein kinase IG
7893780	0.0108134	1.88e-03	6.37	-1.87157	0.67806567		
7894837	0.0108191	1.88e-03	6.37	-1.8724	0.46476308		
8127201	0.0108228	1.89e-03	-6.37	-1.87313	-0.75061345	COL21A1	collagen type XXI alpha 1 chain
7965941	0.0108228	1.89e-03	6.37	-1.87336	1.09404911	GLT8D2	glycosyltransferase 8 domain containing 2
7962895	0.0108228	1.89e-03	6.37	-1.87365	0.48712292	FKBP11	FK506 binding protein 11
7927799	0.0108228	1.89e-03	-6.37	-1.87369	-0.39267615	REEP3	receptor accessory protein 3
8094743	0.0108228	1.89e-03	6.37	-1.87386	0.5452725	RHOH	ras homolog family member H
8161192	0.0108248	1.89e-03	6.37	-1.87429	0.39133896	RNF38	ring finger protein 38
8107406	0.0108324	1.89e-03	-6.36	-1.87534	-0.41290643		
8107518	0.0108338	1.89e-03	-6.36	-1.8757	-0.75540128		
8148715	0.0108459	1.89e-03	-6.36	-1.87724	-0.46164931	GPAA1	glycosylphosphatidylinositol anchor attachment 1
7895822	0.0108474	1.89e-03	6.36	-1.87761	0.84102048		
8029978	0.0108562	1.89e-03	6.36	-1.87882	0.55547865	CRX	cone-rod homeobox
8144184	0.0108562	1.89e-03	-6.36	-1.879	-0.39918441	ESYT2	extended synaptotagmin 2
8040792	0.0108673	1.90e-03	-6.36	-1.88042	-0.45322552	EMILIN1	elastin microfibril interfacer 1
7961142	0.0108748	1.90e-03	-6.36	-1.88145	-1.00640281	OLR1	oxidized low density lipoprotein receptor 1
8006170	0.0108749	1.90e-03	-6.36	-1.88168	-0.54660578	LOC107133515///LRRC37BP1///LRRC37B	SMURF2P1-LRRC37BP1 readthrough transcribed pseudogene///leucine rich repeat containing 37B pseudogene 1///leucine rich repeat containing 37B
8035553	0.0108804	1.90e-03	-6.35	-1.88249	-0.41523267	COPE	coatomer protein complex subunit epsilon
7898736	0.0108824	1.90e-03	6.35	-1.88292	0.42393232	LINC00339	long intergenic non-protein coding RNA 339
7934050	0.0108876	1.90e-03	-6.35	-1.88369	-0.42536413	SLC25A16	solute carrier family 25 member 16
8104422	0.0108948	1.90e-03	6.35	-1.88487	0.43120066	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
7927323	0.0108948	1.90e-03	-6.35	-1.88514	-0.7178189	FAM21A///FAM21C	family with sequence similarity 21 member A///family with sequence similarity 21 member C
8001197	0.0108948	1.90e-03	-6.35	-1.88532	-0.45938233	NETO2	neuropilin and tolloid like 2
7892836	0.0108948	1.90e-03	-6.35	-1.88532	-0.44799956		
7935780	0.0109057	1.91e-03	6.35	-1.88673	0.42033533	SEC31B	SEC31 homolog B, COPII coat complex component
8055641	0.0109075	1.91e-03	-6.35	-1.88713	-0.39904177		
8109639	0.0109113	1.91e-03	6.35	-1.88775	0.41544409	PTTG1	pituitary tumor-transforming 1
7998666	0.010912	1.91e-03	6.35	-1.88804	0.7305747	SNORA64///RPS2	small nucleolar RNA, H/ACA box 64///ribosomal protein S2
8037505	0.0109122	1.91e-03	6.35	-1.88828	0.41184205	TRAPPC6A	trafficking protein particle complex 6A
7945101	0.0109132	1.91e-03	6.35	-1.88864	0.40961102	DCPS	decapping enzyme, scavenger
8103601	0.0109132	1.91e-03	-6.35	-1.88881	-0.42270173	DDX60L	DEAD-box helicase 60-like
7945536	0.0109178	1.91e-03	6.35	-1.88951	0.54043085	CEND1	cell cycle exit and neuronal differentiation 1
8003560	0.0109184	1.91e-03	6.35	-1.88979	0.3894917	DBNDD1	dysbindin domain containing 1
8000222	0.0109206	1.91e-03	6.34	-1.89023	0.39784794	LOC101060386///SMG1P3///SMG1P1///SMG1P5///SMG1P2///SMG1	putative uncharacterized SMG1-like protein///SMG1P3, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 3///SMG1P1, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 1///SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5///SMG1P2, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 2///SMG1, nonsense mediated mRNA decay associated PI3K related kinase
7985268	0.0109283	1.91e-03	-6.34	-1.89128	-0.42483889	FAH	fumarylacetoacetate hydrolase
8044450	0.0109329	1.92e-03	6.34	-1.89199	0.39642784	ZC3H6	zinc finger CCCH-type containing 6
7970111	0.0109383	1.92e-03	6.34	-1.89279	0.40589373	ARHGEF7	Rho guanine nucleotide exchange factor 7
7973116	0.0109626	1.92e-03	6.34	-1.89564	0.39855382	METTL17	methyltransferase like 17
8009205	0.0109633	1.92e-03	6.34	-1.89593	0.42252153	DDX42	DEAD-box helicase 42
7894446	0.0109682	1.92e-03	6.34	-1.89666	0.55739911		
8114030	0.0109992	1.93e-03	6.33	-1.90059	0.38776251	KIF3A	kinesin family member 3A
7928959	0.0109992	1.93e-03	-6.33	-1.90061	-0.43061741	PTEN	phosphatase and tensin homolog
8087374	0.0109992	1.93e-03	6.33	-1.90065	0.48343176	C3orf62	chromosome 3 open reading frame 62
7906223	0.0110018	1.93e-03	6.33	-1.90114	0.46445578	RRNAD1	ribosomal RNA adenine dimethylase domain containing 1
8073242	0.0110024	1.93e-03	6.33	-1.90142	0.38709445	ADSL	adenylosuccinate lyase
8024660	0.0110208	1.93e-03	6.33	-1.90361	0.47005416	HMG20B	high mobility group 20B
7983679	0.0110256	1.94e-03	-6.33	-1.90434	-0.55469132	AP4E1	adaptor related protein complex 4 epsilon 1 subunit
8011396	0.0110311	1.94e-03	6.33	-1.90514	0.44151011	SHPK	sedoheptulokinase
8180144	0.0110393	1.94e-03	-6.32	-1.90623	-0.4703209	RGL2	ral guanine nucleotide dissociation stimulator like 2
8025237	0.0110403	1.94e-03	6.32	-1.90655	0.39656857	CAMSAP3	calmodulin regulated spectrin associated protein family member 3
8031441	0.0110634	1.94e-03	6.32	-1.90924	0.72485203	BRSK1	BR serine/threonine kinase 1
8099668	0.0110651	1.94e-03	6.32	-1.90964	0.47108083		
7940857	0.0110708	1.95e-03	6.32	-1.91057	0.48271117	STIP1	stress induced phosphoprotein 1
8162729	0.0110708	1.95e-03	6.32	-1.91078	0.66468303	TRIM14	tripartite motif containing 14
8047187	0.0110708	1.95e-03	6.32	-1.91087	0.38761383	CCDC150	coiled-coil domain containing 150
8093590	0.0110755	1.95e-03	6.32	-1.91162	0.38860199	RNF4	ring finger protein 4
7894997	0.0110755	1.95e-03	-6.32	-1.9118	-0.97566351		
8123644	0.0110799	1.95e-03	-6.32	-1.91271	-0.56670113	TUBB2A	tubulin beta 2A class IIa
7999079	0.0110799	1.95e-03	6.32	-1.9128	0.45429939	ADCY9	adenylate cyclase 9
8046695	0.0110799	1.95e-03	6.32	-1.91289	0.65861116	ITGA4	integrin subunit alpha 4
7898750	0.0110813	1.95e-03	-6.32	-1.91325	-0.40557563	ZBTB40	zinc finger and BTB domain containing 40
8066258	0.011089	1.95e-03	-6.31	-1.91429	-0.62992448	SNORA71A	small nucleolar RNA, H/ACA box 71A
7950762	0.0110902	1.95e-03	-6.31	-1.91463	-0.58159468		
8096457	0.0111012	1.95e-03	-6.31	-1.91601	-0.73387487		
8005245	0.0111043	1.96e-03	-6.31	-1.91668	-0.55050601		
8016484	0.0111043	1.96e-03	-6.31	-1.91677	-1.20570981	PRAC1	prostate cancer susceptibility candidate 1
8180411	0.0111049	1.96e-03	-6.31	-1.91704	-0.53585016	ELMO1	engulfment and cell motility 1
7893803	0.0111161	1.96e-03	6.31	-1.91845	0.57173126		
7913385	0.0111167	1.96e-03	6.31	-1.91896	0.63418367	RAP1GAP	RAP1 GTPase activating protein
7934970	0.0111167	1.96e-03	-6.31	-1.91911	-0.45492497	HTR7	5-hydroxytryptamine receptor 7
8168359	0.0111167	1.96e-03	-6.31	-1.91935	-0.38579112	NHSL2	NHS like 2
8064739	0.0111167	1.96e-03	6.31	-1.91942	0.65939811	C20orf27	chromosome 20 open reading frame 27
8056977	0.0111167	1.96e-03	-6.31	-1.91955	-0.60815251	NFE2L2	nuclear factor, erythroid 2 like 2
8102518	0.0111318	1.96e-03	-6.31	-1.92138	-0.38801713	C4orf3	chromosome 4 open reading frame 3
8165046	0.0111382	1.96e-03	6.30	-1.92227	0.42079752	CAMSAP1	calmodulin regulated spectrin associated protein 1
8060225	0.0111565	1.97e-03	-6.30	-1.92442	-0.39894063	HDLBP	high density lipoprotein binding protein
7947531	0.0111867	1.97e-03	-6.30	-1.92784	-0.62617503	COMMD9	COMM domain containing 9
8131111	0.011197	1.98e-03	6.30	-1.92915	0.43368197	EIF3B	eukaryotic translation initiation factor 3 subunit B
8143599	0.0111989	1.98e-03	-6.30	-1.92956	-0.51252599		
7932584	0.0112047	1.98e-03	-6.29	-1.93039	-0.44926369	PRTFDC1	phosphoribosyl transferase domain containing 1
8108708	0.0112073	1.98e-03	6.29	-1.93098	0.49356274	PCDHB7	protocadherin beta 7
7969794	0.0112073	1.98e-03	6.29	-1.93108	0.45915842	LOC100132099	FRSS1829
7930031	0.0112101	1.98e-03	-6.29	-1.93158	-0.42443357	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1
7894717	0.0112212	1.98e-03	6.29	-1.93297	0.63367779		
7947526	0.0112244	1.98e-03	-6.29	-1.93351	-0.73766564		
8095187	0.0112295	1.98e-03	6.29	-1.93426	0.39007672	CEP135	centrosomal protein 135
7995843	0.0112302	1.99e-03	6.29	-1.9347	0.38656998	NUP93	nucleoporin 93
8115375	0.0112302	1.99e-03	-6.29	-1.93481	-0.52239952	FAM114A2	family with sequence similarity 114 member A2
8113103	0.0112302	1.99e-03	-6.29	-1.93496	-0.83622285	KIAA0825	KIAA0825
7944463	0.0112386	1.99e-03	6.29	-1.93606	0.45169441	NLRX1	NLR family member X1
7914904	0.0112413	1.99e-03	-6.29	-1.93655	-0.39184002	STK40	serine/threonine kinase 40
8033892	0.0112414	1.99e-03	-6.29	-1.93686	-0.40380073	ANGPTL6	angiopoietin like 6
8031522	0.0112414	1.99e-03	6.29	-1.93697	0.41048457	ZNF581	zinc finger protein 581
8117402	0.0112544	1.99e-03	6.28	-1.93862	0.41712651	HIST1H4E	histone cluster 1, H4e
7893872	0.0112544	1.99e-03	6.28	-1.93876	0.79982087		
7984330	0.0112556	1.99e-03	6.28	-1.93909	0.44050439	ZWILCH	zwilch kinetochore protein
7952830	0.0112567	1.99e-03	6.28	-1.9397	0.39790747	NCAPD3	non-SMC condensin II complex subunit D3
8132347	0.0112567	1.99e-03	6.28	-1.93973	0.5030726	GPR141	G protein-coupled receptor 141
7894755	0.0112567	1.99e-03	6.28	-1.93984	0.80738681		
7894641	0.0112602	2.00e-03	6.28	-1.94057	0.93854522		
8005959	0.0112602	2.00e-03	6.28	-1.94079	0.46990363	NEK8	NIMA related kinase 8
8034108	0.0112602	2.00e-03	-6.28	-1.94082	-0.40882595	YIPF2	Yip1 domain family member 2
8110289	0.0112677	2.00e-03	6.28	-1.94183	0.43046778	NSD1	nuclear receptor binding SET domain protein 1
8019136	0.0112768	2.00e-03	-6.28	-1.943	-0.47890398	TEPSIN	TEPSIN, adaptor related protein complex 4 accessory protein
7895285	0.0112803	2.00e-03	6.28	-1.94357	0.61704609		
8005501	0.0112869	2.00e-03	-6.28	-1.94454	-0.43690096	TVP23C-CDRT4///TVP23C///TVP23B	TVP23C-CDRT4 readthrough///trans-golgi network vesicle protein 23 homolog C (S. cerevisiae)///trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)
8034907	0.0112869	2.00e-03	6.28	-1.94467	0.43012072	SLC1A6	solute carrier family 1 member 6
8015741	0.0112874	2.00e-03	6.28	-1.94494	0.44403679	PTGES3L-AARSD1///PTGES3L///AARSD1	PTGES3L-AARSD1 readthrough///prostaglandin E synthase 3 like///alanyl-tRNA synthetase domain containing 1
7989883	0.011289	2.00e-03	-6.28	-1.94552	-0.5822518		
7907124	0.011289	2.00e-03	-6.28	-1.94552	-0.39981821	TIPRL	TOR signaling pathway regulator
7926894	0.0112943	2.00e-03	-6.27	-1.94628	-0.68183778		
8106141	0.0112957	2.01e-03	-6.27	-1.94666	-0.40480396	FCHO2	FCH domain only 2
8089759	0.0112957	2.01e-03	-6.27	-1.94685	-0.41601051	TMEM39A	transmembrane protein 39A
8040578	0.0113177	2.01e-03	6.27	-1.9495	0.39791492	CENPO	centromere protein O
7895490	0.0113177	2.01e-03	6.27	-1.9497	0.62352589		
8008289	0.0113177	2.01e-03	6.27	-1.94978	0.40929935	TMEM92	transmembrane protein 92
7956105	0.0113272	2.01e-03	6.27	-1.95099	0.66377261	IKZF4	IKAROS family zinc finger 4
7930168	0.0113273	2.01e-03	-6.27	-1.9512	-0.46650224		
8010078	0.0113301	2.01e-03	-6.27	-1.9517	-0.73655629	SNHG16///SNORD1C///SNHG16	small nucleolar RNA host gene 16///small nucleolar RNA, C/D box 1C///small nucleolar RNA host gene 16
8166059	0.0113321	2.01e-03	-6.27	-1.95212	-0.53456177	TLR7	toll like receptor 7
7894698	0.0113344	2.02e-03	-6.27	-1.95257	-0.43330615		
7894739	0.011336	2.02e-03	-6.27	-1.95295	-1.22484772		
7893350	0.011336	2.02e-03	6.27	-1.95315	0.41762877		
8138566	0.0113474	2.02e-03	6.26	-1.95476	0.50280315	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
8128007	0.0113474	2.02e-03	6.26	-1.95476	0.98891923	GJB7	gap junction protein beta 7
7893025	0.0113491	2.02e-03	6.26	-1.95515	0.67271565		
8102127	0.011358	2.02e-03	-6.26	-1.95628	-0.4530576	TACR3	tachykinin receptor 3
8150287	0.0113586	2.02e-03	6.26	-1.95655	0.38449252	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1
8050060	0.0113611	2.02e-03	6.26	-1.95701	0.43148851	TSSC1	tumor suppressing subtransferable candidate 1
8108579	0.0113647	2.02e-03	6.26	-1.9576	0.39543002	TMCO6	transmembrane and coiled-coil domains 6
7989218	0.0113781	2.03e-03	-6.26	-1.9592	-0.51960628		
8088634	0.0113877	2.03e-03	6.26	-1.96041	0.99590136		
8133345	0.0113891	2.03e-03	6.26	-1.96076	0.40502253	WBSCR22	Williams-Beuren syndrome chromosome region 22
7897685	0.0113896	2.03e-03	6.26	-1.96106	0.38801667	UBIAD1	UbiA prenyltransferase domain containing 1
8136248	0.0113896	2.03e-03	-6.26	-1.96123	-0.40366566	MEST	mesoderm specific transcript
7895371	0.0113956	2.03e-03	6.25	-1.96211	0.88706336		
7897006	0.0113956	2.03e-03	-6.25	-1.96227	-0.41215328	MMP23A///MMP23B	matrix metallopeptidase 23A (pseudogene)///matrix metallopeptidase 23B
8116346	0.0113991	2.03e-03	6.25	-1.96284	0.7077504		
8084488	0.0114008	2.03e-03	6.25	-1.96322	0.44084211	POLR2H	RNA polymerase II subunit H
8026051	0.011401	2.03e-03	6.25	-1.96345	0.41882518	RNASEH2A	ribonuclease H2 subunit A
8069933	0.0114041	2.03e-03	6.25	-1.96398	0.60383373	MIS18A	MIS18 kinetochore protein A
7897370	0.0114205	2.04e-03	-6.25	-1.9659	-0.42546117	VAMP3	vesicle associated membrane protein 3
8017402	0.0114219	2.04e-03	6.25	-1.96624	0.44736256	STRADA	STE20-related kinase adaptor alpha
7904742	0.011422	2.04e-03	-6.25	-1.96647	-0.43305868	LIX1L	limb and CNS expressed 1 like
8101467	0.0114221	2.04e-03	-6.25	-1.96678	-0.39488438	HELQ	helicase, POLQ-like
7957275	0.0114221	2.04e-03	-6.25	-1.96689	-0.75774294		
8072582	0.0114292	2.04e-03	6.25	-1.96783	0.44079364		
8079693	0.0114321	2.04e-03	6.25	-1.96834	0.38763264	WDR6	WD repeat domain 6
8149208	0.0114345	2.04e-03	-6.25	-1.9688	-0.56177536	LOC650293///OR7E125P///OR7E5P///OR7E91P///OR7E2P	seven transmembrane helix receptor///olfactory receptor family 7 subfamily E member 125 pseudogene///olfactory receptor family 7 subfamily E member 5 pseudogene///olfactory receptor family 7 subfamily E member 91 pseudogene///olfactory receptor family 7 subfamily E member 2 pseudogene
8097335	0.0114345	2.04e-03	6.25	-1.96899	0.47013958	HSPA4L	heat shock protein family A (Hsp70) member 4 like
