ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8042356	0.0002742	4.90e-06	-2.41e+01	5.11981	-2.9195451	MEIS1	Meis homeobox 1
7962559	0.000127	1.10e-06	3.33e+01	6.74832	2.91743755	SLC38A4	solute carrier family 38 member 4
8048432	0.0003777	9.00e-06	-2.11e+01	4.43214	-2.91457062	CYP27A1	cytochrome P450 family 27 subfamily A member 1
8172660	0.0002412	3.81e-06	-2.54e+01	5.40081	-2.91052843	AKAP4	A-kinase anchoring protein 4
8111677	0.0000995	6.37e-07	-3.75e+01	7.31167	-2.90759228	LIFR	leukemia inhibitory factor receptor alpha
7936439	0.0000905	5.08e-07	-3.94e+01	7.54049	-2.90749906	AFAP1L2	actin filament associated protein 1 like 2
8113709	0.0009895	4.72e-05	-1.47e+01	2.50837	-2.90289245	LOX	lysyl oxidase
7929373	0.0001646	1.77e-06	3.01e+01	6.244	2.87357557	LGI1	leucine rich glioma inactivated 1
8135945	0.0003341	7.15e-06	2.22e+01	4.69342	2.87042146	FAM71F1	family with sequence similarity 71 member F1
8045674	0.0000889	4.76e-07	-4.00e+01	7.60486	-2.86453044	LYPD6	LY6/PLAUR domain containing 6
8108912	0.0002745	4.94e-06	-2.40e+01	5.11084	-2.86186511	SH3RF2	SH3 domain containing ring finger 2
8151512	0.0001293	1.14e-06	-3.31e+01	6.71264	-2.84744345	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
8161288	0.0000796	3.54e-07	4.26e+01	7.89296	2.8399126	CNTNAP3B///CNTNAP3P2///CNTNAP3	contactin associated protein-like 3B///contactin associated protein-like 3 pseudogene 2///contactin associated protein-like 3
8066117	0.0000806	3.88e-07	4.18e+01	7.8057	2.83607286	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
8155849	0.0000758	2.89e-07	-4.46e+01	8.08954	-2.83397132	ANXA1	annexin A1
8122265	0.0000726	2.55e-07	-4.58e+01	8.2077	-2.8336558	TNFAIP3	TNF alpha induced protein 3
8097080	0.0001204	9.80e-07	-3.42e+01	6.86863	-2.83308236	SYNPO2	synaptopodin 2
8146115	0.0000769	3.04e-07	-4.41e+01	8.03956	-2.82393551	C8orf4	chromosome 8 open reading frame 4
8057599	0.000127	1.08e-06	-3.35e+01	6.76901	-2.82255495	TFPI	tissue factor pathway inhibitor
7970954	0.0000803	3.60e-07	4.25e+01	7.87734	2.81927125	DCLK1	doublecortin like kinase 1
8097991	0.0001443	1.34e-06	-3.19e+01	6.53987	-2.81529476	TDO2	tryptophan 2,3-dioxygenase
7925028	0.0003753	8.87e-06	-2.12e+01	4.44852	-2.81074499	FAM89A	family with sequence similarity 89 member A
8045499	0.0000806	3.88e-07	-4.18e+01	7.80519	-2.80929748	HNMT	histamine N-methyltransferase
7918716	0.000127	1.09e-06	3.34e+01	6.76208	2.80782922	SYT6	synaptotagmin 6
8125545	0.0002482	4.00e-06	2.52e+01	5.34897	2.80481672	HLA-DOA	major histocompatibility complex, class II, DO alpha
8056222	0.0000726	2.60e-07	-4.56e+01	8.18951	-2.79715515	DPP4	dipeptidyl peptidase 4
8082673	0.0000973	5.93e-07	-3.81e+01	7.38497	-2.78688277	ACPP	acid phosphatase, prostate
7956488	0.0002326	3.54e-06	2.59e+01	5.48336	2.78597395	KIF5A	kinesin family member 5A
8055214	0.0004307	1.16e-05	2.00e+01	4.14607	2.78505925	CYP4F30P///CYP4F62P///FAR2P1	cytochrome P450 family 4 subfamily F member 30, pseudogene///cytochrome P450 family 4 subfamily F member 62, pseudogene///fatty acyl-CoA reductase 2 pseudogene 1
8140955	0.0000806	3.89e-07	-4.18e+01	7.80235	-2.78386736	CDK6	cyclin dependent kinase 6
7988260	0.0000884	4.55e-07	4.04e+01	7.64968	2.78070754	FRMD5	FERM domain containing 5
8165866	0.0000899	4.97e-07	-3.96e+01	7.56151	-2.77620931	STS	steroid sulfatase (microsomal), isozyme S
7974835	0.000078	3.33e-07	-4.32e+01	7.95454	-2.77373279	PRKCH	protein kinase C eta
8132013	0.0001263	1.07e-06	-3.36e+01	6.7804	-2.77287494	CHN2	chimerin 2
8078971	0.0001558	1.59e-06	-3.08e+01	6.35799	-2.7726959	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3
8151341	0.0000889	4.73e-07	-4.00e+01	7.60988	-2.76087463	TRPA1	transient receptor potential cation channel subfamily A member 1
8021768	0.0002244	3.25e-06	-2.64e+01	5.57956	-2.7526361	TSHZ1	teashirt zinc finger homeobox 1
7951133	0.0000806	3.72e-07	-4.22e+01	7.84612	-2.74220804	MAML2///MAML2	mastermind like transcriptional coactivator 2///mastermind like transcriptional coactivator 2
8101675	0.0000806	3.70e-07	-4.22e+01	7.85209	-2.73445844	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)
7917304	0.0000824	4.13e-07	-4.12e+01	7.74428	-2.73311506	MCOLN3	mucolipin 3
8160332	0.0000769	3.05e-07	-4.41e+01	8.03891	-2.73182373	MLLT3	MLLT3, super elongation complex subunit
8144643	0.0000806	3.87e-07	-4.18e+01	7.80824	-2.72890368	GATA4	GATA binding protein 4
7906501	0.0002747	4.98e-06	2.40e+01	5.10224	2.72851031	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
7934906	0.0000884	4.58e-07	-4.03e+01	7.64235	-2.72564999	ACTA2	actin, alpha 2, smooth muscle, aorta
7909561	0.0007365	2.86e-05	-1.64e+01	3.09556	-2.71750464	LINC00467	long intergenic non-protein coding RNA 467
7926875	0.0000806	3.72e-07	-4.22e+01	7.84715	-2.713825	BAMBI	BMP and activin membrane bound inhibitor
8142687	0.0005578	1.74e-05	-1.83e+01	3.67027	-2.7122481	SEL1L2///GPR37	SEL1L2 ERAD E3 ligase adaptor subunit///G protein-coupled receptor 37
8055143	0.0008688	3.76e-05	1.54e+01	2.77411	2.71126728	FAR2P1	fatty acyl-CoA reductase 2 pseudogene 1
8174189	0.0006995	2.64e-05	1.67e+01	3.18848	2.71109172	TMSB15A	thymosin beta 15a
8031076	0.0003752	8.86e-06	2.12e+01	4.45017	2.71102532	CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7
7899407	0.0000889	4.68e-07	4.01e+01	7.6213	2.70702817	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B
7959834	0.0000995	6.25e-07	3.77e+01	7.33192	2.70624031	GLT1D1	glycosyltransferase 1 domain containing 1
8155665	0.0000771	3.12e-07	-4.38e+01	8.01458	-2.70029198	PGM5	phosphoglucomutase 5
8004694	0.0000789	3.46e-07	-4.29e+01	7.91661	-2.69960313	CYB5D1	cytochrome b5 domain containing 1
8107646	0.0027053	2.39e-04	-1.02e+01	0.58496	-2.69531303	PRDM6	PR/SET domain 6
8008768	0.000661	2.38e-05	1.71e+01	3.30831	2.69271163	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E
8047161	0.000127	1.09e-06	-3.34e+01	6.75625	-2.69094309	NABP1	nucleic acid binding protein 1
7976858	0.0008713	3.79e-05	-1.54e+01	2.7664	-2.68407489	DIO3	deiodinase, iodothyronine, type III
8115691	0.0001337	1.20e-06	-3.27e+01	6.66057	-2.68366028	SLIT3	slit guidance ligand 3
8111772	0.0000806	3.81e-07	-4.20e+01	7.82261	-2.67888398	DAB2	DAB2, clathrin adaptor protein
8168749	0.0015371	9.93e-05	-1.24e+01	1.62988	-2.67709222	SRPX2	sushi repeat containing protein, X-linked 2
7957458	0.0000789	3.47e-07	-4.28e+01	7.91491	-2.67124647	NTS	neurotensin
7935058	0.000078	3.35e-07	-4.32e+01	7.94751	-2.66814262	MYOF	myoferlin
8105220	0.0001506	1.47e-06	-3.13e+01	6.4425	-2.65520956	ISL1	ISL LIM homeobox 1
8125919	0.0000943	5.60e-07	3.86e+01	7.44275	2.65372239	FKBP5///LOC285847///FKBP5	FK506 binding protein 5///uncharacterized LOC285847///FK506 binding protein 5
8097038	0.0000824	4.08e-07	-4.14e+01	7.7558	-2.64391823	NDST3	N-deacetylase and N-sulfotransferase 3
8081590	0.0000806	3.70e-07	-4.22e+01	7.851	-2.64370257	PHLDB2	pleckstrin homology like domain family B member 2
7917561	0.0001538	1.53e-06	-3.10e+01	6.39705	-2.64297201	GBP4	guanylate binding protein 4
8020844	0.0010944	5.72e-05	-1.41e+01	2.28253	-2.63914051	ASXL3	additional sex combs like 3, transcriptional regulator
7938225	0.0009051	4.02e-05	-1.52e+01	2.69612	-2.63620878	OLFML1	olfactomedin like 1
8056184	0.0002995	5.96e-06	-2.31e+01	4.90039	-2.63384711	ITGB6///ITGB6	integrin subunit beta 6///integrin subunit beta 6
7966668	0.000376	8.92e-06	-2.11e+01	4.44257	-2.62513228	TBX5	T-box 5
8045795	0.0001472	1.40e-06	-3.17e+01	6.49446	-2.61783918	KCNJ3	potassium voltage-gated channel subfamily J member 3
8129254	0.0000899	4.98e-07	-3.96e+01	7.56015	-2.61769627	MAN1A1	mannosidase alpha class 1A member 1
7969830	0.0000931	5.39e-07	3.89e+01	7.48127	2.61179137	ZIC2	Zic family member 2
8103415	0.0002322	3.52e-06	-2.59e+01	5.48949	-2.60944905	FAM198B	family with sequence similarity 198 member B
8069269	0.000124	1.04e-06	-3.37e+01	6.80524	-2.60908192	COL6A1	collagen type VI alpha 1 chain
8097449	0.0001147	8.77e-07	-3.50e+01	6.98454	-2.60895774	PCDH10	protocadherin 10
7994371	0.000148	1.43e-06	3.15e+01	6.47063	2.60796115	NPIPB9///NPIPB5///NPIPB6///PDXDC2P///NPIPB3	nuclear pore complex interacting protein family member B9///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B6///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3
8069676	0.0000905	5.08e-07	-3.94e+01	7.53916	-2.60443755	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1
8006005	0.0001207	9.97e-07	3.41e+01	6.851	2.5997956	PIPOX	pipecolic acid and sarcosine oxidase
8127370	0.0004001	9.93e-06	2.07e+01	4.31966	2.59813204	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2
8139307	0.0001443	1.33e-06	-3.20e+01	6.54374	-2.59189117	MYL7	myosin light chain 7
7969192	0.000118	9.33e-07	3.46e+01	6.91971	2.59024222	FAM124A	family with sequence similarity 124 member A
8005048	0.0004001	9.97e-06	-2.06e+01	4.31469	-2.58332549	MYOCD	myocardin
8030964	0.0001985	2.62e-06	-2.76e+01	5.81452	-2.57689324	ERVFRD-2	endogenous retrovirus group FRD member 2
8180341	0.0010836	5.60e-05	-1.41e+01	2.30618	-2.5742476	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
8033801	0.0002553	4.25e-06	-2.49e+01	5.2809	-2.57306742	ZNF562	zinc finger protein 562
8101659	0.0003341	7.15e-06	-2.22e+01	4.69383	-2.57266863	SPARCL1	SPARC like 1
8123929	0.0006355	2.21e-05	-1.73e+01	3.39354	-2.56907917	ERVFRD-1	endogenous retrovirus group FRD member 1
8149361	0.0081159	1.25e-03	-7.01	-1.38385	-2.56815551	FAM90A2P///FAM90A10P///FAM90A7P///FAM90A25P///FAM90A1	family with sequence similarity 90, member A2 pseudogene///putative protein FAM90A10///putative protein FAM90A7///family with sequence similarity 90, member A7 pseudogene///family with sequence similarity 90 member A1
8127502	0.0005905	1.93e-05	-1.78e+01	3.55034	-2.56511954	LINC00472	long intergenic non-protein coding RNA 472
7961381	0.000398	9.86e-06	2.07e+01	4.32719	2.56460343	GPR19	G protein-coupled receptor 19
8060997	0.0000973	5.93e-07	-3.81e+01	7.3842	-2.55865677	SPTLC3	serine palmitoyltransferase long chain base subunit 3
8145766	0.0004102	1.05e-05	2.04e+01	4.26012	2.55678403	NRG1	neuregulin 1
8170119	0.0000897	4.89e-07	3.98e+01	7.57741	2.55594928	FHL1	four and a half LIM domains 1
7979870	0.0006708	2.46e-05	1.69e+01	3.27327	2.55466738	CCDC177	coiled-coil domain containing 177
8103822	0.0001042	7.12e-07	-3.66e+01	7.19836	-2.55395051	VEGFC	vascular endothelial growth factor C
7989985	0.0001701	1.86e-06	-2.97e+01	6.1868	-2.5527105	ITGA11	integrin subunit alpha 11
8096959	0.0000824	4.12e-07	4.13e+01	7.74754	2.55155361	ANK2	ankyrin 2, neuronal
7971731	0.0001102	8.01e-07	-3.57e+01	7.07764	-2.54602005	ATP7B	ATPase copper transporting beta
7898521	0.0002817	5.25e-06	2.37e+01	5.04252	2.54516654	IGSF21	immunoglobin superfamily member 21
7950701	0.0001291	1.13e-06	-3.31e+01	6.71938	-2.54115581	TENM4	teneurin transmembrane protein 4
8135774	0.0001003	6.48e-07	3.74e+01	7.29438	2.53880183	PTPRZ1	protein tyrosine phosphatase, receptor type Z1
8080964	0.0001783	2.14e-06	-2.89e+01	6.03622	-2.53311538	GXYLT2	glucoside xylosyltransferase 2
8150138	0.0016199	1.09e-04	1.22e+01	1.52156	2.53295291	TEX15	testis expressed 15
8046160	0.0011239	6.01e-05	-1.39e+01	2.22362	-2.52780403	KLHL41	kelch like family member 41
8146669	0.0037392	3.88e-04	-9.18	0.01115	-2.51940088	TRIM55	tripartite motif containing 55
8039975	0.000419	1.09e-05	2.03e+01	4.21701	2.51934597	LOC100128185	PNAS-19
8045889	0.0002273	3.34e-06	-2.62e+01	5.54716	-2.51798824	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
7952601	0.0000916	5.18e-07	-3.93e+01	7.51932	-2.51343378	ETS1	ETS proto-oncogene 1, transcription factor
7950555	0.0001042	7.05e-07	-3.67e+01	7.20941	-2.51143142	LRRC32	leucine rich repeat containing 32
7920123	0.0000938	5.49e-07	-3.88e+01	7.46254	-2.505755	S100A10	S100 calcium binding protein A10
7909789	0.0001536	1.51e-06	-3.11e+01	6.40906	-2.50432408	TGFB2	transforming growth factor beta 2
7995681	0.000118	9.27e-07	-3.46e+01	6.92676	-2.49993478	MMP2	matrix metallopeptidase 2
8146863	0.0003178	6.47e-06	-2.27e+01	4.80726	-2.49159552	SULF1	sulfatase 1
8092095	0.0000943	5.60e-07	-3.86e+01	7.44162	-2.48625235	TNIK	TRAF2 and NCK interacting kinase
7991459	0.0001729	1.99e-06	2.93e+01	6.11329	2.48154236	RGMA	repulsive guidance molecule family member a
7947093	0.0003336	7.07e-06	-2.22e+01	4.70669	-2.48119528	MRGPRX1	MAS related GPR family member X1
8122279	0.0001712	1.90e-06	2.96e+01	6.16442	2.48023402	ARFGEF3	ARFGEF family member 3
7969330	0.0002665	4.74e-06	-2.43e+01	5.15772	-2.47830932	PCDH17	protocadherin 17
8074853	0.0003585	8.06e-06	2.16e+01	4.55741	2.47827294	ZNF280A	zinc finger protein 280A
8106986	0.0000889	4.75e-07	-4.00e+01	7.60638	-2.47347062	RHOBTB3	Rho related BTB domain containing 3
7962375	0.0002581	4.37e-06	-2.47e+01	5.24961	-2.46157757	PRICKLE1	prickle planar cell polarity protein 1
8150908	0.0001067	7.46e-07	-3.63e+01	7.1515	-2.45508902	IMPAD1	inositol monophosphatase domain containing 1
8174513	0.0001194	9.62e-07	3.43e+01	6.88855	2.45409984	CHRDL1	chordin like 1
7985213	0.0001178	9.12e-07	3.47e+01	6.94393	2.45364347	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit
8173600	0.0005469	1.67e-05	1.84e+01	3.71901	2.44781159	NAP1L2	nucleosome assembly protein 1 like 2
8091283	0.0001848	2.28e-06	-2.85e+01	5.96704	-2.44673922	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
8136067	0.0001703	1.87e-06	2.97e+01	6.18075	2.44325593	TSPAN33	tetraspanin 33
8176174	0.0000995	6.37e-07	-3.75e+01	7.31164	-2.43974631	MPP1	membrane palmitoylated protein 1
8020455	0.0081866	1.27e-03	-6.99	-1.39896	-2.43755128	GATA6	GATA binding protein 6
7946365	0.0000951	5.68e-07	3.85e+01	7.42816	2.43035636	STK33	serine/threonine kinase 33
8041781	0.0001116	8.35e-07	-3.54e+01	7.03534	-2.42876652	EPAS1	endothelial PAS domain protein 1
7976816	0.0001042	6.90e-07	3.69e+01	7.23153	2.42576501	SNORD114-3	small nucleolar RNA, C/D box 114-3
8138489	0.0001204	9.84e-07	3.42e+01	6.86508	2.42200157	CDCA7L	cell division cycle associated 7 like
8146500	0.000098	6.03e-07	-3.80e+01	7.36692	-2.41951837	LYN	LYN proto-oncogene, Src family tyrosine kinase
8081838	0.0003251	6.75e-06	-2.25e+01	4.75958	-2.41360719	ARHGAP31	Rho GTPase activating protein 31
8035304	0.0001337	1.20e-06	3.27e+01	6.6558	2.40965938	BST2	bone marrow stromal cell antigen 2
7962226	0.000127	1.10e-06	-3.33e+01	6.74865	-2.40946646	SYT10	synaptotagmin 10
7927732	0.0003091	6.24e-06	-2.29e+01	4.84744	-2.40757557	ARID5B	AT-rich interaction domain 5B
8168517	0.0001658	1.78e-06	3.00e+01	6.23289	2.40299283	LPAR4	lysophosphatidic acid receptor 4
8088745	0.000285	5.44e-06	-2.35e+01	5.00287	-2.40182309	FRMD4B	FERM domain containing 4B
8128123	0.0002029	2.71e-06	2.74e+01	5.78027	2.40138742	RRAGD	Ras related GTP binding D
8028742	0.0022901	1.85e-04	-1.08e+01	0.89101	-2.39545518	LGALS16	galectin 16
8145736	0.0002974	5.88e-06	2.32e+01	4.91542	2.3896589	NRG1	neuregulin 1
8016494	0.0009914	4.74e-05	1.47e+01	2.50397	2.38802068	TTLL6	tubulin tyrosine ligase like 6
8173745	0.000361	8.14e-06	-2.16e+01	4.54604	-2.38745927	CYSLTR1	cysteinyl leukotriene receptor 1
8037005	0.0001031	6.76e-07	-3.71e+01	7.25107	-2.38512579	TGFB1	transforming growth factor beta 1
7972055	0.0011474	6.18e-05	-1.38e+01	2.19076	-2.38414542	KCTD12	potassium channel tetramerization domain containing 12
8042993	0.0002303	3.45e-06	2.60e+01	5.5119	2.38367113	CTNNA2	catenin alpha 2
7968154	0.0004822	1.38e-05	1.92e+01	3.94525	2.38319731	ATP8A2	ATPase phospholipid transporting 8A2
8133233	0.000118	9.29e-07	3.46e+01	6.92521	2.3751329	AUTS2	autism susceptibility candidate 2
8061497	0.0006665	2.41e-05	-1.70e+01	3.2941	-2.37457333	FRG1BP	FSHD region gene 1 family member B, pseudogene
8020141	0.000586	1.91e-05	-1.79e+01	3.56429	-2.37017945	APCDD1	APC down-regulated 1
7994131	0.0008522	3.66e-05	1.55e+01	2.80697	2.36956871	PRKCB	protein kinase C beta
8052091	0.0001042	7.11e-07	3.67e+01	7.20075	2.36509489	NRXN1	neurexin 1
8165032	0.0004384	1.18e-05	1.99e+01	4.12161	2.35948016	GLT6D1	glycosyltransferase 6 domain containing 1
7968962	0.004453	5.02e-04	-8.65	-0.29666	-2.35833249	LRRC63	leucine rich repeat containing 63
8041508	0.0003953	9.72e-06	-2.07e+01	4.34357	-2.35624819	QPCT	glutaminyl-peptide cyclotransferase
8124040	0.0001772	2.11e-06	-2.89e+01	6.05213	-2.35388255	ATXN1	ataxin 1
8060134	0.0001042	6.95e-07	3.68e+01	7.22358	2.35203413	KIF1A	kinesin family member 1A
8118890	0.0002817	5.27e-06	-2.37e+01	5.03969	-2.35109616	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3
8147777	0.0008341	3.56e-05	-1.56e+01	2.83937	-2.34957983	CTHRC1	collagen triple helix repeat containing 1
8097928	0.0003631	8.29e-06	-2.15e+01	4.52629	-2.34285404	RBM46	RNA binding motif protein 46
8075616	0.0001042	7.03e-07	3.67e+01	7.21153	2.34078062	SYN3	synapsin III
7945132	0.0005874	1.92e-05	-1.79e+01	3.55776	-2.33896562	FLI1	Fli-1 proto-oncogene, ETS transcription factor
7965206	0.0004509	1.24e-05	1.97e+01	4.06859	2.33841975	SLC6A15	solute carrier family 6 member 15
8040430	0.0002136	2.95e-06	2.69e+01	5.68338	2.33809626	VSNL1	visinin like 1
8156706	0.0002339	3.57e-06	-2.58e+01	5.47467	-2.33404308	TMOD1	tropomodulin 1
7936968	0.0001729	2.03e-06	-2.92e+01	6.09642	-2.33401612	ADAM12	ADAM metallopeptidase domain 12
7914326	0.0001067	7.46e-07	3.63e+01	7.15165	2.33094608	NKAIN1	Na+/K+ transporting ATPase interacting 1
8094609	0.0001003	6.46e-07	-3.74e+01	7.29782	-2.32860994	FAM114A1	family with sequence similarity 114 member A1
7971077	0.000157	1.64e-06	-3.06e+01	6.32273	-2.32437498	POSTN	periostin
8048026	0.0002817	5.22e-06	2.38e+01	5.04982	2.32398155	CPS1	carbamoyl-phosphate synthase 1
8122365	0.0001116	8.24e-07	-3.55e+01	7.0494	-2.31870756	ADGRG6	adhesion G protein-coupled receptor G6
7989937	0.0008303	3.50e-05	1.57e+01	2.85841	2.31358411	LCTL	lactase like
8145293	0.0001178	9.15e-07	-3.47e+01	6.94039	-2.30583561	ADAM28	ADAM metallopeptidase domain 28
7930837	0.0001772	2.11e-06	2.89e+01	6.0515	2.3047689	SLC18A2	solute carrier family 18 member A2
8041179	0.0001814	2.21e-06	-2.87e+01	6.00296	-2.30401948	CLIP4	CAP-Gly domain containing linker protein family member 4
8125483	0.0014239	8.71e-05	1.28e+01	1.78453	2.30298752	TAP2	transporter 2, ATP binding cassette subfamily B member
7923991	0.0001955	2.48e-06	-2.79e+01	5.87577	-2.29596156	PLXNA2	plexin A2
8074780	0.0002835	5.39e-06	2.36e+01	5.01334	2.29457758	YPEL1	yippee like 1
7951040	0.0002522	4.15e-06	-2.50e+01	5.30616	-2.29139934	GPR83	G protein-coupled receptor 83
8056359	0.0003612	8.18e-06	-2.15e+01	4.54107	-2.29026185	SNORA70F	small nucleolar RNA, H/ACA box 70F
8125436	0.0005707	1.81e-05	1.81e+01	3.6269	2.28918466	HLA-DRB5	major histocompatibility complex, class II, DR beta 5
8132118	0.0001171	8.98e-07	-3.48e+01	6.95941	-2.28904948	AQP1///AQP1	aquaporin 1 (Colton blood group)///aquaporin 1 (Colton blood group)
8047788	0.000127	1.09e-06	3.34e+01	6.76036	2.2866666	ADAM23	ADAM metallopeptidase domain 23
8121152	0.0001974	2.59e-06	2.77e+01	5.82924	2.28071138	FUT9	fucosyltransferase 9
7961026	0.0001204	9.90e-07	3.41e+01	6.85802	2.28047387	OVOS///OVOS2	ovostatin///ovostatin 2
7923043	0.0001407	1.28e-06	3.22e+01	6.58454	2.2781426	KCNT2	potassium sodium-activated channel subfamily T member 2
8073548	0.0001293	1.14e-06	3.31e+01	6.70679	2.27801477	SEPT3	septin 3
8038126	0.0002894	5.56e-06	2.34e+01	4.97851	2.27795789	CA11	carbonic anhydrase 11
8108217	0.0001558	1.60e-06	-3.08e+01	6.35325	-2.27577801	TGFBI	transforming growth factor beta induced
8120654	0.0001712	1.90e-06	-2.96e+01	6.16773	-2.27577601	KCNQ5	potassium voltage-gated channel subfamily Q member 5
8135488	0.0001472	1.40e-06	3.16e+01	6.49408	2.27350375	LRRN3	leucine rich repeat neuronal 3
8038683	0.0001729	2.00e-06	-2.93e+01	6.10775	-2.27140753	KLK6	kallikrein related peptidase 6
8126729	0.0014279	8.75e-05	-1.28e+01	1.77943	-2.26999238	CLIC5	chloride intracellular channel 5
8175696	0.0002665	4.74e-06	2.43e+01	5.15787	2.26843399	GABRA3	gamma-aminobutyric acid type A receptor alpha3 subunit
8128001	0.0006081	2.06e-05	-1.76e+01	3.47958	-2.26794016	CGA	glycoprotein hormones, alpha polypeptide
8091260	0.0001558	1.57e-06	-3.09e+01	6.37132	-2.26575442	SLC9A9	solute carrier family 9 member A9
7971015	0.0001558	1.59e-06	-3.08e+01	6.35672	-2.26097102	SMAD9	SMAD family member 9
7905154	0.0002244	3.25e-06	2.63e+01	5.57776	2.25590092	CIART	circadian associated repressor of transcription
8078619	0.0001293	1.14e-06	-3.31e+01	6.70654	-2.25213789	ITGA9	integrin subunit alpha 9
8133904	0.0007235	2.77e-05	1.65e+01	3.13169	2.24739396	GRM3	glutamate metabotropic receptor 3
8141363	0.0009321	4.30e-05	-1.50e+01	2.61722	-2.24724735	TRIM4	tripartite motif containing 4
7945045	0.0001101	7.90e-07	3.58e+01	7.09167	2.24574322	DDX25	DEAD-box helicase 25
8037079	0.0007275	2.81e-05	1.64e+01	3.11619	2.24360636	ATP1A3	ATPase Na+/K+ transporting subunit alpha 3
8034643	0.0001195	9.69e-07	3.43e+01	6.88134	2.24118804	CACNA1A	calcium voltage-gated channel subunit alpha1 A
8052940	0.000124	1.04e-06	3.38e+01	6.81128	2.24055606	PAIP2B///VPS36	poly(A) binding protein interacting protein 2B///vacuolar protein sorting 36 homolog
7971565	0.0004237	1.11e-05	-2.01e+01	4.18917	-2.23782427	LPAR6	lysophosphatidic acid receptor 6
7987315	0.000148	1.43e-06	-3.15e+01	6.47115	-2.23524025	ACTC1	actin, alpha, cardiac muscle 1
8022295	0.0001783	2.15e-06	-2.88e+01	6.03121	-2.23256325	PIEZO2	piezo type mechanosensitive ion channel component 2
8156228	0.0001127	8.55e-07	-3.52e+01	7.01133	-2.22674952	CTSL	cathepsin L
7974425	0.000124	1.04e-06	-3.38e+01	6.80958	-2.22523775	SAMD4A	sterile alpha motif domain containing 4A
7969677	0.0001082	7.63e-07	-3.61e+01	7.12804	-2.22271274	MBNL2	muscleblind like splicing regulator 2
8171313	0.0024749	2.10e-04	-1.05e+01	0.74186	-2.22237257	ARHGAP6	Rho GTPase activating protein 6
8167603	0.0001717	1.94e-06	-2.95e+01	6.14354	-2.220157	CLCN5	chloride voltage-gated channel 5
7971838	0.0001111	8.15e-07	3.56e+01	7.06053	2.2187256	LECT1	leukocyte cell derived chemotaxin 1
8046380	0.0001729	2.01e-06	2.92e+01	6.10447	2.21470411	ITGA6	integrin subunit alpha 6
7985159	0.0002363	3.66e-06	2.57e+01	5.44783	2.21307868	CRABP1	cellular retinoic acid binding protein 1
7952805	0.000148	1.43e-06	3.15e+01	6.46818	2.21123586	MIR4697HG	MIR4697 host gene
7964183	0.0001082	7.63e-07	3.61e+01	7.12739	2.20847273	GLS2	glutaminase 2
8139131	0.0002748	5.00e-06	2.40e+01	5.09723	2.20785177	AMPH	amphiphysin
8120176	0.0004087	1.04e-05	2.05e+01	4.26805	2.20407279	C6orf141	chromosome 6 open reading frame 141
8026971	0.0003314	6.92e-06	2.23e+01	4.73087	2.20315372	IFI30	IFI30, lysosomal thiol reductase
8147516	0.000129	1.12e-06	-3.32e+01	6.72713	-2.20311221	MATN2	matrilin 2
8092134	0.0001472	1.40e-06	-3.16e+01	6.4908	-2.19901358	PLD1	phospholipase D1
8047300	0.0002551	4.23e-06	2.49e+01	5.28508	2.19685997	AOX1	aldehyde oxidase 1
8104930	0.0001558	1.59e-06	-3.08e+01	6.35522	-2.19670775	SLC1A3	solute carrier family 1 member 3
7957338	0.0003858	9.41e-06	2.09e+01	4.38149	2.19647057	SYT1	synaptotagmin 1
8022118	0.0002752	5.05e-06	-2.39e+01	5.08712	-2.19071424	EPB41L3	erythrocyte membrane protein band 4.1 like 3
8055478	0.0006155	2.11e-05	-1.75e+01	3.45192	-2.18814424	NXPH2	neurexophilin 2
7961757	0.0007234	2.76e-05	-1.65e+01	3.13505	-2.1854534	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
7969533	0.0001762	2.08e-06	2.90e+01	6.06918	2.18508301	SLAIN1	SLAIN motif family member 1
7971757	0.0002106	2.89e-06	-2.70e+01	5.70902	-2.1843479	NEK5	NIMA related kinase 5
8103951	0.0001884	2.36e-06	-2.82e+01	5.92985	-2.18421524	ACSL1	acyl-CoA synthetase long-chain family member 1
